2026-01-19 01:02:41.715 | INFO | Bind task ['Pcr']
2026-01-19 01:02:41.779 | INFO | Found adb at: C:\Program Files\Netease\MuMu Player 12\shell\adb.exe
2026-01-19 01:02:41.782 | INFO | Current config: Serial='127.0.0.1:16384', PackageName='auto'
2026-01-19 01:02:45.952 | INFO | Found device: emulator-5554 (device)
2026-01-19 01:02:45.955 | INFO | Found 1 devices total
2026-01-19 01:02:45.956 | INFO | Available devices: ['emulator-5554']
2026-01-19 01:02:45.957 | INFO | Attempting to connect to 127.0.0.1:16384
2026-01-19 01:02:49.027 | INFO | Found device: 127.0.0.1:16384 (device)
2026-01-19 01:02:49.029 | INFO | Found device: emulator-5554 (device)
2026-01-19 01:02:49.030 | INFO | Found 2 devices total
2026-01-19 01:02:49.032 | INFO |   [1] 127.0.0.1:16384 - Status: device
2026-01-19 01:02:49.033 | INFO |   [2] emulator-5554 - Status: device
2026-01-19 01:02:49.034 | INFO | Available devices (status='device'): 2
2026-01-19 01:02:49.034 | INFO | Selected device: 127.0.0.1:16384
2026-01-19 01:02:49.036 | INFO | Found device: 127.0.0.1:16384 (device)
2026-01-19 01:02:49.037 | INFO | Found device: emulator-5554 (device)
2026-01-19 01:02:49.039 | INFO | Connecting to 127.0.0.1:16384 (trial 1/3)
2026-01-19 01:02:50.042 | INFO | Connected to device: 127.0.0.1:16384
2026-01-19 01:02:50.043 | INFO | AdbDevice = AdbDevice(serial=127.0.0.1:16384)
2026-01-19 01:02:50.056 | INFO | Detected package: com.bilibili.priconne
2026-01-19 01:02:50.058 | INFO | PackageName = com.bilibili.priconne
2026-01-19 01:02:50.059 | INFO | Device initialized successfully
2026-01-19 01:02:50.060 | INFO | Early initializing MaaTouch
2026-01-19 01:02:50.061 | INFO | [bold]<<< MAATOUCH INIT >>>[/bold]
2026-01-19 01:02:50.062 | INFO | Disable stuck detection
2026-01-19 01:02:50.064 | INFO | [bold]<<< UI ENSURE PAGE_TRAIN >>>[/bold]
2026-01-19 01:02:50.065 | INFO | UI get current page
2026-01-19 01:02:50.065 | INFO | Update droidcast resolution
2026-01-19 01:02:50.079 | INFO | Device Orientation = 1 (HOME key on the right)
2026-01-19 01:02:50.295 | INFO | ^ 10 1280 720 255
2026-01-19 01:02:50.296 | INFO | $ 255
2026-01-19 01:02:50.298 | INFO | MaaTouch stream connected
2026-01-19 01:02:50.299 | INFO | max_contact: 10; max_x: 1280; max_y: 720; max_pressure: 255
2026-01-19 01:02:50.754 | INFO | Device Orientation = 1 (HOME key on the right)
2026-01-19 01:02:50.755 | INFO | Droidcast resolution: (720, 1280)
2026-01-19 01:02:50.757 | INFO | Create forward: ForwardItem(serial='127.0.0.1:16384', local='tcp:20386', remote='tcp:53516')
2026-01-19 01:02:50.760 | ERROR | ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2026-01-19 01:02:53.762 | INFO | [bold]<<< DROIDCAST INIT >>>[/bold]
2026-01-19 01:02:53.763 | INFO | Stopping DroidCast
2026-01-19 01:02:53.773 | INFO | Update droidcast resolution
2026-01-19 01:02:53.786 | INFO | Device Orientation = 1 (HOME key on the right)
2026-01-19 01:02:53.787 | INFO | Droidcast resolution: (720, 1280)
2026-01-19 01:02:53.788 | INFO | Pushing DroidCast apk
2026-01-19 01:02:53.834 | INFO | Starting DroidCast apk
2026-01-19 01:02:53.839 | INFO | ShellBackgroundResponse(success=True, pid=12001, description='Successfully started program: CLASSPATH=/data/local/tmp/DroidCast_raw.apk app_process / ink.mol.droidcast_raw.Main > /dev/null')
2026-01-19 01:02:53.841 | INFO | Reuse forward: ForwardItem(serial='127.0.0.1:16384', local='tcp:20386', remote='tcp:53516')
2026-01-19 01:02:53.843 | INFO | DroidCast_raw = http://127.0.0.1:20386/screenshot?width=1280&height=720
2026-01-19 01:02:54.101 | INFO | DroidCast = online
2026-01-19 01:02:54.320 | DEBUG | Loaded template for button 'TEAM_BATTLE' from './assets/ui/TEAM_BATTLE.png'
2026-01-19 01:02:54.340 | DEBUG | Loaded template for button 'MAIN_CHECK' from './assets/ui/MAIN_CHECK.png'
2026-01-19 01:02:54.349 | DEBUG | Loaded template for button 'TEAM_BATTLE_CHECK' from './assets/ui/TEAM_BATTLE_CHECK.png'
2026-01-19 01:02:54.360 | DEBUG | Loaded template for button 'TRAIN_CHECK' from './assets/ui/TRAIN_CHECK.png'
2026-01-19 01:02:54.362 | INFO | UI = page_train
2026-01-19 01:02:54.363 | INFO | Already at page_train
2026-01-19 01:02:54.364 | INFO | ✓ 已在训练场页面
2026-01-19 01:02:54.365 | INFO | 准备进入战斗...
2026-01-19 01:02:54.367 | INFO | [bold]<<< UI CLICK >>>[/bold]
2026-01-19 01:02:54.437 | DEBUG | Loaded template for button 'MENU' from './assets/train/MENU.png'
2026-01-19 01:02:54.447 | DEBUG | Loaded template for button 'AUTO' from './assets/train/AUTO.png'
2026-01-19 01:02:54.459 | DEBUG | Loaded template for button 'BATTLE_START' from './assets/character/BATTLE_START.png'
2026-01-19 01:05:29.987 | INFO | Bind task ['Pcr']
2026-01-19 01:05:30.046 | INFO | Found adb at: C:\Program Files\Netease\MuMu Player 12\shell\adb.exe
2026-01-19 01:05:30.048 | INFO | Current config: Serial='127.0.0.1:16384', PackageName='auto'
2026-01-19 01:05:30.049 | INFO | Found device: 127.0.0.1:16384 (device)
2026-01-19 01:05:30.050 | INFO | Found device: emulator-5554 (device)
2026-01-19 01:05:30.051 | INFO | Found 2 devices total
2026-01-19 01:05:30.053 | INFO | Available devices: ['127.0.0.1:16384', 'emulator-5554']
2026-01-19 01:05:30.054 | INFO | Attempting to connect to 127.0.0.1:16384
2026-01-19 01:05:31.057 | INFO | Found device: 127.0.0.1:16384 (device)
2026-01-19 01:05:31.058 | INFO | Found device: emulator-5554 (device)
2026-01-19 01:05:31.059 | INFO | Found 2 devices total
2026-01-19 01:05:31.060 | INFO |   [1] 127.0.0.1:16384 - Status: device
2026-01-19 01:05:31.061 | INFO |   [2] emulator-5554 - Status: device
2026-01-19 01:05:31.062 | INFO | Available devices (status='device'): 2
2026-01-19 01:05:31.063 | INFO | Selected device: 127.0.0.1:16384
2026-01-19 01:05:31.065 | INFO | Found device: 127.0.0.1:16384 (device)
2026-01-19 01:05:31.066 | INFO | Found device: emulator-5554 (device)
2026-01-19 01:05:31.067 | INFO | Connecting to 127.0.0.1:16384 (trial 1/3)
2026-01-19 01:05:32.071 | INFO | Connected to device: 127.0.0.1:16384
2026-01-19 01:05:32.072 | INFO | AdbDevice = AdbDevice(serial=127.0.0.1:16384)
2026-01-19 01:05:32.084 | INFO | Detected package: com.bilibili.priconne
2026-01-19 01:05:32.085 | INFO | PackageName = com.bilibili.priconne
2026-01-19 01:05:32.086 | INFO | Device initialized successfully
2026-01-19 01:05:32.087 | INFO | Early initializing MaaTouch
2026-01-19 01:05:32.088 | INFO | [bold]<<< MAATOUCH INIT >>>[/bold]
2026-01-19 01:05:32.089 | INFO | Disable stuck detection
2026-01-19 01:05:32.091 | INFO | [bold]<<< UI ENSURE PAGE_TRAIN >>>[/bold]
2026-01-19 01:05:32.093 | INFO | UI get current page
2026-01-19 01:05:32.094 | INFO | Update droidcast resolution
2026-01-19 01:05:32.105 | INFO | Device Orientation = 1 (HOME key on the right)
2026-01-19 01:05:32.128 | INFO | Device Orientation = 1 (HOME key on the right)
2026-01-19 01:05:32.128 | INFO | Droidcast resolution: (720, 1280)
2026-01-19 01:05:32.130 | INFO | Reuse forward: ForwardItem(serial='127.0.0.1:16384', local='tcp:20386', remote='tcp:53516')
2026-01-19 01:05:32.219 | DEBUG | Loaded template for button 'TEAM_BATTLE' from './assets/ui/TEAM_BATTLE.png'
2026-01-19 01:05:32.230 | DEBUG | Loaded template for button 'MAIN_CHECK' from './assets/ui/MAIN_CHECK.png'
2026-01-19 01:05:32.240 | DEBUG | Loaded template for button 'TEAM_BATTLE_CHECK' from './assets/ui/TEAM_BATTLE_CHECK.png'
2026-01-19 01:05:32.248 | INFO | ^ 10 1280 720 255
2026-01-19 01:05:32.250 | INFO | $ 255
2026-01-19 01:05:32.250 | INFO | MaaTouch stream connected
2026-01-19 01:05:32.251 | INFO | max_contact: 10; max_x: 1280; max_y: 720; max_pressure: 255
2026-01-19 01:05:32.253 | DEBUG | Loaded template for button 'TRAIN_CHECK' from './assets/ui/TRAIN_CHECK.png'
2026-01-19 01:05:32.255 | INFO | UI = page_train
2026-01-19 01:05:32.256 | INFO | Already at page_train
2026-01-19 01:05:32.256 | INFO | ✓ 已在训练场页面
2026-01-19 01:05:32.258 | INFO | 步骤 1/2: 处理训练场交互...
2026-01-19 01:05:32.326 | DEBUG | Loaded template for button 'CANCEL' from './assets/train/CANCEL.png'
2026-01-19 01:05:33.389 | INFO | CHANGE button detected - clicking
2026-01-19 01:05:33.390 | INFO | Click (1115,  612) @ CHANGE
2026-01-19 01:05:33.443 | INFO | Interaction success - button clicked
2026-01-19 01:05:38.431 | INFO | CHANGE button detected - clicking
2026-01-19 01:05:38.432 | INFO | Click (1104,  609) @ CHANGE
2026-01-19 01:05:41.805 | INFO | Train interaction completed
2026-01-19 01:05:41.806 | INFO | ✓ 训练场交互完成
2026-01-19 01:05:41.807 | INFO | 步骤 2/2: 准备进入战斗...
2026-01-19 01:05:41.809 | INFO | [bold]<<< UI CLICK >>>[/bold]
2026-01-19 01:05:41.872 | DEBUG | Loaded template for button 'MENU' from './assets/train/MENU.png'
2026-01-19 01:05:41.882 | DEBUG | Loaded template for button 'AUTO' from './assets/train/AUTO.png'
2026-01-19 01:05:41.892 | DEBUG | Loaded template for button 'BATTLE_START' from './assets/character/BATTLE_START.png'
2026-01-19 01:05:41.893 | INFO | Click (1121,  599) @ BATTLE_START
2026-01-19 01:05:45.496 | INFO | BattleUI = MENU
2026-01-19 01:05:45.498 | INFO |  已确认进入战斗！
2026-01-19 01:05:45.499 | INFO | ✓ 已进入战斗
2026-01-19 01:05:47.500 | INFO | 使用 NemuIpc 截图模式（极速）...
2026-01-19 01:05:47.584 | INFO | NemuIpc 初始化: folder=C:\Program Files\Netease\MuMu Player 12, dll=C:\Program Files\Netease\MuMu Player 12\nx_main\sdk\external_renderer_ipc.dll, instance_id=0, display_id=0
